,month_normalized,month,countryname,sales_actuals_monthly__vehiclegroup01__orderintake,sales_actuals_monthly__vehiclegroup01__retail,customer_vehicle_relationships__vehiclegroup01__terminated_cars,customer_vehicle_relationships__vehiclegroup01__active_cars,leasing_contracts__vehiclegroup01__end,leasing_contracts__vehiclegroup01__start,sales_flow_monthly__vehiclegroup01__cp8_meanbymonth,sales_flow_monthly__vehiclegroup01__cp8_interpolated_linear,sales_flow_monthly__vehiclegroup01__cp8_fill_zero,sales_stock_monthly__vehiclegroup01__physical_meanbymonth,sales_stock_monthly__vehiclegroup01__physical_interpolated_linear,sales_stock_monthly__vehiclegroup01__physical_fill_zero,sales_stock_monthly__vehiclegroup01__grossall_meanbymonth,sales_stock_monthly__vehiclegroup01__grossall_interpolated_linear,sales_stock_monthly__vehiclegroup01__grossall_fill_zero,sales_stock_monthly__vehiclegroup01__netimporteranddealer_meanbymonth,sales_stock_monthly__vehiclegroup01__netimporteranddealer_interpolated_linear,sales_stock_monthly__vehiclegroup01__netimporteranddealer_fill_zero,leads__vehiclegroup01__won_meanbymonth,leads__vehiclegroup01__won_interpolated_linear,leads__vehiclegroup01__won_fill_zero,leads__vehiclegroup01__first_touch_point_meanbymonth,leads__vehiclegroup01__first_touch_point_interpolated_linear,leads__vehiclegroup01__first_touch_point_fill_zero,leads__vehiclegroup01__lost_meanbymonth,leads__vehiclegroup01__lost_interpolated_linear,leads__vehiclegroup01__lost_fill_zero,premises__vehiclegroup01__flag_order_start_meanbymonth,premises__vehiclegroup01__flag_order_start_interpolated_linear,premises__vehiclegroup01__flag_order_start_fill_zero,premises__vehiclegroup01__in_sales_meanbymonth,premises__vehiclegroup01__in_sales_interpolated_linear,premises__vehiclegroup01__in_sales_fill_zero,premises__vehiclegroup01__flag_production_start_meanbymonth,premises__vehiclegroup01__flag_production_start_interpolated_linear,premises__vehiclegroup01__flag_production_start_fill_zero,premises__vehiclegroup01__in_production_meanbymonth,premises__vehiclegroup01__in_production_interpolated_linear,premises__vehiclegroup01__in_production_fill_zero,quota__vehiclegroup01__aq_meanbymonth,quota__vehiclegroup01__aq_interpolated_linear,quota__vehiclegroup01__aq_fill_zero
0,1,1,Country A,296.0,352.0,0.0,25.0,0.0,81.0,175.88888888888889,2.0,0.0,495.0,0.0,0.0,537.7777777777778,626.0,0.0,643.1111111111111,848.0,0.0,316.0,0.0,0.0,112.29411764705883,0.0,0.0,108.29411764705883,0.0,0.0,92.55555555555556,0.0,0.0,253.05555555555554,0.0,0.0,11.11111111111111,0.0,0.0,351.8888888888889,0.0,0.0,182.5625,83.0,0.0
1,2,2,Country A,414.0,372.0,1.0,102.0,4.0,130.0,245.88888888888889,2.0,0.0,513.0,0.0,0.0,615.1111111111111,626.0,0.0,593.4444444444445,848.0,0.0,327.1764705882353,0.0,0.0,118.58823529411765,0.0,0.0,112.6470588235294,0.0,0.0,27.77777777777778,0.0,0.0,257.6666666666667,0.0,0.0,55.55555555555556,0.0,0.0,363.22222222222223,0.0,0.0,287.375,83.0,0.0
2,3,3,Country A,405.0,604.0,2.0,152.0,2.0,145.0,273.8,2.0,0.0,473.77777777777777,0.0,0.0,580.3333333333334,626.0,0.0,513.8888888888889,848.0,0.0,457.05882352941177,0.0,0.0,136.2941176470588,0.0,0.0,130.2941176470588,0.0,0.0,55.611111111111114,0.0,0.0,265.3888888888889,0.0,0.0,5.555555555555555,0.0,0.0,356.0,0.0,0.0,345.0,83.0,0.0
3,4,4,Country A,359.0,483.0,2.0,75.0,2.0,183.0,270.1,2.0,0.0,420.44444444444446,0.0,0.0,506.55555555555554,626.0,0.0,437.22222222222223,848.0,0.0,366.4117647058824,0.0,0.0,111.05882352941177,0.0,0.0,121.3529411764706,0.0,0.0,0.0,0.0,0.0,229.88888888888889,0.0,0.0,83.33333333333333,0.0,0.0,374.55555555555554,0.0,0.0,329.4375,83.0,0.0
4,5,5,Country A,403.0,474.0,10.0,91.0,4.0,201.0,268.4,2.0,0.0,372.55555555555554,0.0,0.0,431.6666666666667,626.0,0.0,371.0,848.0,0.0,349.70588235294116,0.0,0.0,110.52941176470588,0.0,0.0,123.0,0.0,0.0,46.27777777777778,0.0,0.0,237.61111111111111,0.0,0.0,72.22222222222223,0.0,0.0,393.05555555555554,0.0,0.0,343.5,83.0,0.0
5,6,6,Country A,196.0,456.0,2.0,55.0,2.0,156.0,352.8,2.0,0.0,389.44444444444446,0.0,0.0,468.0,626.0,0.0,376.0,848.0,0.0,338.6470588235294,0.0,0.0,108.88235294117646,0.0,0.0,121.58823529411765,0.0,0.0,92.61111111111111,0.0,0.0,251.44444444444446,0.0,0.0,44.44444444444444,0.0,0.0,404.5,0.0,0.0,370.1875,83.0,0.0
6,7,7,Country A,387.0,533.0,7.0,166.0,4.0,215.0,268.22222222222223,2.0,0.0,412.25,0.0,0.0,452.375,626.0,0.0,467.375,848.0,0.0,318.0625,0.0,0.0,104.1875,0.0,0.0,106.625,0.0,0.0,39.1764705882353,0.0,0.0,233.58823529411765,0.0,0.0,35.294117647058826,0.0,0.0,395.29411764705884,0.0,0.0,378.93333333333334,83.0,0.0
7,8,8,Country A,281.0,224.0,10.0,189.0,13.0,163.0,24.666666666666668,2.0,0.0,238.5,0.0,0.0,287.75,626.0,0.0,361.875,848.0,0.0,276.875,0.0,0.0,93.1875,0.0,0.0,94.1875,0.0,0.0,46.333333333333336,0.0,0.0,228.33333333333334,0.0,0.0,55.55555555555556,0.0,0.0,331.94444444444446,0.0,0.0,73.71428571428571,83.0,0.0
8,9,9,Country A,246.0,309.0,19.0,194.0,36.0,78.0,226.0,2.0,0.0,272.5,0.0,0.0,361.0,626.0,0.0,384.5,848.0,0.0,277.3125,0.0,0.0,98.875,0.0,0.0,90.9375,0.0,0.0,74.05555555555556,0.0,0.0,239.22222222222223,0.0,0.0,116.66666666666667,0.0,0.0,361.8333333333333,0.0,0.0,319.73333333333335,83.0,0.0
9,10,10,Country A,290.0,365.0,14.0,159.0,13.0,131.0,240.77777777777777,2.0,0.0,373.75,0.0,0.0,414.625,626.0,0.0,476.375,848.0,0.0,273.47058823529414,0.0,0.0,156.88235294117646,0.0,0.0,111.47058823529412,0.0,0.0,101.88888888888889,0.0,0.0,256.22222222222223,0.0,0.0,72.22222222222223,0.0,0.0,378.8888888888889,0.0,0.0,327.4375,83.0,0.0
10,11,11,Country A,310.0,369.0,23.0,237.0,21.0,152.0,286.6666666666667,2.0,0.0,506.375,0.0,0.0,521.125,626.0,0.0,599.0,848.0,0.0,283.7647058823529,0.0,0.0,104.52941176470588,0.0,0.0,111.29411764705883,0.0,0.0,46.27777777777778,0.0,0.0,233.05555555555554,0.0,0.0,111.11111111111111,0.0,0.0,387.44444444444446,0.0,0.0,308.75,83.0,0.0
11,0,12,Country A,189.0,283.0,25.0,182.0,36.0,135.0,243.11111111111111,2.0,0.0,550.375,0.0,0.0,529.375,626.0,0.0,588.5,848.0,0.0,323.75,0.0,0.0,93.5,0.0,0.0,162.25,0.0,0.0,37.05555555555556,0.0,0.0,239.22222222222223,0.0,0.0,22.22222222222222,0.0,0.0,390.27777777777777,0.0,0.0,235.875,83.0,0.0
12,1,13,Country A,353.0,373.0,28.0,184.0,34.0,119.0,175.88888888888889,2.0,0.0,495.0,0.0,0.0,537.7777777777778,626.0,0.0,643.1111111111111,848.0,0.0,316.0,0.0,0.0,112.29411764705883,0.0,0.0,108.29411764705883,0.0,0.0,92.55555555555556,0.0,0.0,253.05555555555554,0.0,0.0,11.11111111111111,0.0,0.0,351.8888888888889,0.0,0.0,182.5625,83.0,0.0
13,2,14,Country A,361.0,381.0,38.0,375.0,36.0,151.0,245.88888888888889,2.0,0.0,513.0,0.0,0.0,615.1111111111111,626.0,0.0,593.4444444444445,848.0,0.0,327.1764705882353,0.0,0.0,118.58823529411765,0.0,0.0,112.6470588235294,0.0,0.0,27.77777777777778,0.0,0.0,257.6666666666667,0.0,0.0,55.55555555555556,0.0,0.0,363.22222222222223,0.0,0.0,287.375,83.0,0.0
14,3,15,Country A,322.0,494.0,33.0,301.0,66.0,228.0,273.8,2.0,0.0,473.77777777777777,0.0,0.0,580.3333333333334,626.0,0.0,513.8888888888889,848.0,0.0,457.05882352941177,0.0,0.0,136.2941176470588,0.0,0.0,130.2941176470588,0.0,0.0,55.611111111111114,0.0,0.0,265.3888888888889,0.0,0.0,5.555555555555555,0.0,0.0,356.0,0.0,0.0,345.0,83.0,0.0
15,4,16,Country A,294.0,510.0,37.0,340.0,53.0,233.0,270.1,2.0,0.0,420.44444444444446,0.0,0.0,506.55555555555554,626.0,0.0,437.22222222222223,848.0,0.0,366.4117647058824,0.0,0.0,111.05882352941177,0.0,0.0,121.3529411764706,0.0,0.0,0.0,0.0,0.0,229.88888888888889,0.0,0.0,83.33333333333333,0.0,0.0,374.55555555555554,0.0,0.0,329.4375,83.0,0.0
16,5,17,Country A,305.0,512.0,94.0,706.0,82.0,247.0,268.4,2.0,0.0,372.55555555555554,0.0,0.0,431.6666666666667,626.0,0.0,371.0,848.0,0.0,349.70588235294116,0.0,0.0,110.52941176470588,0.0,0.0,123.0,0.0,0.0,46.27777777777778,0.0,0.0,237.61111111111111,0.0,0.0,72.22222222222223,0.0,0.0,393.05555555555554,0.0,0.0,343.5,83.0,0.0
17,6,18,Country A,238.0,401.0,72.0,489.0,42.0,235.0,352.8,2.0,0.0,389.44444444444446,0.0,0.0,468.0,626.0,0.0,376.0,848.0,0.0,338.6470588235294,0.0,0.0,108.88235294117646,0.0,0.0,121.58823529411765,0.0,0.0,92.61111111111111,0.0,0.0,251.44444444444446,0.0,0.0,44.44444444444444,0.0,0.0,404.5,0.0,0.0,370.1875,83.0,0.0
18,7,19,Country A,482.0,445.0,111.0,464.0,47.0,239.0,268.22222222222223,2.0,0.0,412.25,0.0,0.0,452.375,626.0,0.0,467.375,848.0,0.0,318.0625,0.0,0.0,104.1875,0.0,0.0,106.625,0.0,0.0,39.1764705882353,0.0,0.0,233.58823529411765,0.0,0.0,35.294117647058826,0.0,0.0,395.29411764705884,0.0,0.0,378.93333333333334,83.0,0.0
19,8,20,Country A,435.0,246.0,33.0,200.0,76.0,162.0,24.666666666666668,2.0,0.0,238.5,0.0,0.0,287.75,626.0,0.0,361.875,848.0,0.0,276.875,0.0,0.0,93.1875,0.0,0.0,94.1875,0.0,0.0,46.333333333333336,0.0,0.0,228.33333333333334,0.0,0.0,55.55555555555556,0.0,0.0,331.94444444444446,0.0,0.0,73.71428571428571,83.0,0.0
20,9,21,Country A,424.0,420.0,27.0,169.0,97.0,176.0,226.0,2.0,0.0,272.5,0.0,0.0,361.0,626.0,0.0,384.5,848.0,0.0,277.3125,0.0,0.0,98.875,0.0,0.0,90.9375,0.0,0.0,74.05555555555556,0.0,0.0,239.22222222222223,0.0,0.0,116.66666666666667,0.0,0.0,361.8333333333333,0.0,0.0,319.73333333333335,83.0,0.0
21,10,22,Country A,433.0,548.0,42.0,182.0,97.0,237.0,240.77777777777777,2.0,0.0,373.75,0.0,0.0,414.625,626.0,0.0,476.375,848.0,0.0,273.47058823529414,0.0,0.0,156.88235294117646,0.0,0.0,111.47058823529412,0.0,0.0,101.88888888888889,0.0,0.0,256.22222222222223,0.0,0.0,72.22222222222223,0.0,0.0,378.8888888888889,0.0,0.0,327.4375,83.0,0.0
22,11,23,Country A,370.0,355.0,57.0,250.0,89.0,211.0,286.6666666666667,2.0,0.0,506.375,0.0,0.0,521.125,626.0,0.0,599.0,848.0,0.0,283.7647058823529,0.0,0.0,104.52941176470588,0.0,0.0,111.29411764705883,0.0,0.0,46.27777777777778,0.0,0.0,233.05555555555554,0.0,0.0,111.11111111111111,0.0,0.0,387.44444444444446,0.0,0.0,308.75,83.0,0.0
23,0,24,Country A,324.0,283.0,33.0,129.0,74.0,128.0,243.11111111111111,2.0,0.0,550.375,0.0,0.0,529.375,626.0,0.0,588.5,848.0,0.0,323.75,0.0,0.0,93.5,0.0,0.0,162.25,0.0,0.0,37.05555555555556,0.0,0.0,239.22222222222223,0.0,0.0,22.22222222222222,0.0,0.0,390.27777777777777,0.0,0.0,235.875,83.0,0.0
24,1,25,Country A,390.0,510.0,56.0,199.0,95.0,161.0,175.88888888888889,2.0,0.0,495.0,0.0,0.0,537.7777777777778,626.0,0.0,643.1111111111111,848.0,0.0,316.0,0.0,0.0,112.29411764705883,0.0,0.0,108.29411764705883,0.0,0.0,92.55555555555556,0.0,0.0,253.05555555555554,0.0,0.0,11.11111111111111,0.0,0.0,351.8888888888889,0.0,0.0,182.5625,83.0,0.0
25,2,26,Country A,360.0,458.0,64.0,164.0,87.0,177.0,245.88888888888889,2.0,0.0,513.0,0.0,0.0,615.1111111111111,626.0,0.0,593.4444444444445,848.0,0.0,327.1764705882353,0.0,0.0,118.58823529411765,0.0,0.0,112.6470588235294,0.0,0.0,27.77777777777778,0.0,0.0,257.6666666666667,0.0,0.0,55.55555555555556,0.0,0.0,363.22222222222223,0.0,0.0,287.375,83.0,0.0
26,3,27,Country A,334.0,663.0,60.0,167.0,167.0,270.0,273.8,2.0,0.0,473.77777777777777,0.0,0.0,580.3333333333334,626.0,0.0,513.8888888888889,848.0,0.0,457.05882352941177,0.0,0.0,136.2941176470588,0.0,0.0,130.2941176470588,0.0,0.0,55.611111111111114,0.0,0.0,265.3888888888889,0.0,0.0,5.555555555555555,0.0,0.0,356.0,0.0,0.0,345.0,83.0,0.0
27,4,28,Country A,297.0,745.0,70.0,189.0,169.0,356.0,270.1,2.0,0.0,420.44444444444446,0.0,0.0,506.55555555555554,626.0,0.0,437.22222222222223,848.0,0.0,366.4117647058824,0.0,0.0,111.05882352941177,0.0,0.0,121.3529411764706,0.0,0.0,0.0,0.0,0.0,229.88888888888889,0.0,0.0,83.33333333333333,0.0,0.0,374.55555555555554,0.0,0.0,329.4375,83.0,0.0
28,5,29,Country A,266.0,568.0,66.0,146.0,154.0,235.0,268.4,2.0,0.0,372.55555555555554,0.0,0.0,431.6666666666667,626.0,0.0,371.0,848.0,0.0,349.70588235294116,0.0,0.0,110.52941176470588,0.0,0.0,123.0,0.0,0.0,46.27777777777778,0.0,0.0,237.61111111111111,0.0,0.0,72.22222222222223,0.0,0.0,393.05555555555554,0.0,0.0,343.5,83.0,0.0
29,6,30,Country A,240.0,546.0,72.0,154.0,118.0,325.0,352.8,2.0,0.0,389.44444444444446,0.0,0.0,468.0,626.0,0.0,376.0,848.0,0.0,338.6470588235294,0.0,0.0,108.88235294117646,0.0,0.0,121.58823529411765,0.0,0.0,92.61111111111111,0.0,0.0,251.44444444444446,0.0,0.0,44.44444444444444,0.0,0.0,404.5,0.0,0.0,370.1875,83.0,0.0
30,7,31,Country A,204.0,632.0,56.0,167.0,173.0,385.0,268.22222222222223,2.0,0.0,412.25,0.0,0.0,452.375,626.0,0.0,467.375,848.0,0.0,318.0625,0.0,0.0,104.1875,0.0,0.0,106.625,0.0,0.0,39.1764705882353,0.0,0.0,233.58823529411765,0.0,0.0,35.294117647058826,0.0,0.0,395.29411764705884,0.0,0.0,378.93333333333334,83.0,0.0
31,8,32,Country A,207.0,210.0,63.0,144.0,131.0,155.0,24.666666666666668,2.0,0.0,238.5,0.0,0.0,287.75,626.0,0.0,361.875,848.0,0.0,276.875,0.0,0.0,93.1875,0.0,0.0,94.1875,0.0,0.0,46.333333333333336,0.0,0.0,228.33333333333334,0.0,0.0,55.55555555555556,0.0,0.0,331.94444444444446,0.0,0.0,73.71428571428571,83.0,0.0
32,9,33,Country A,226.0,280.0,47.0,124.0,150.0,98.0,226.0,2.0,0.0,272.5,0.0,0.0,361.0,626.0,0.0,384.5,848.0,0.0,277.3125,0.0,0.0,98.875,0.0,0.0,90.9375,0.0,0.0,74.05555555555556,0.0,0.0,239.22222222222223,0.0,0.0,116.66666666666667,0.0,0.0,361.8333333333333,0.0,0.0,319.73333333333335,83.0,0.0
33,10,34,Country A,193.0,439.0,66.0,146.0,178.0,183.0,240.77777777777777,2.0,0.0,373.75,0.0,0.0,414.625,626.0,0.0,476.375,848.0,0.0,273.47058823529414,0.0,0.0,156.88235294117646,0.0,0.0,111.47058823529412,0.0,0.0,101.88888888888889,0.0,0.0,256.22222222222223,0.0,0.0,72.22222222222223,0.0,0.0,378.8888888888889,0.0,0.0,327.4375,83.0,0.0
34,11,35,Country A,160.0,327.0,70.0,107.0,148.0,168.0,286.6666666666667,2.0,0.0,506.375,0.0,0.0,521.125,626.0,0.0,599.0,848.0,0.0,283.7647058823529,0.0,0.0,104.52941176470588,0.0,0.0,111.29411764705883,0.0,0.0,46.27777777777778,0.0,0.0,233.05555555555554,0.0,0.0,111.11111111111111,0.0,0.0,387.44444444444446,0.0,0.0,308.75,83.0,0.0
35,0,36,Country A,146.0,232.0,64.0,139.0,175.0,149.0,243.11111111111111,2.0,0.0,550.375,0.0,0.0,529.375,626.0,0.0,588.5,848.0,0.0,323.75,0.0,0.0,93.5,0.0,0.0,162.25,0.0,0.0,37.05555555555556,0.0,0.0,239.22222222222223,0.0,0.0,22.22222222222222,0.0,0.0,390.27777777777777,0.0,0.0,235.875,83.0,0.0
36,1,37,Country A,220.0,308.0,70.0,233.0,182.0,117.0,175.88888888888889,2.0,0.0,495.0,0.0,0.0,537.7777777777778,626.0,0.0,643.1111111111111,848.0,0.0,316.0,0.0,0.0,112.29411764705883,0.0,0.0,108.29411764705883,0.0,0.0,92.55555555555556,0.0,0.0,253.05555555555554,0.0,0.0,11.11111111111111,0.0,0.0,351.8888888888889,0.0,0.0,182.5625,83.0,0.0
37,2,38,Country A,249.0,312.0,61.0,153.0,148.0,116.0,245.88888888888889,2.0,0.0,513.0,0.0,0.0,615.1111111111111,626.0,0.0,593.4444444444445,848.0,0.0,327.1764705882353,0.0,0.0,118.58823529411765,0.0,0.0,112.6470588235294,0.0,0.0,27.77777777777778,0.0,0.0,257.6666666666667,0.0,0.0,55.55555555555556,0.0,0.0,363.22222222222223,0.0,0.0,287.375,83.0,0.0
38,3,39,Country A,260.0,439.0,70.0,173.0,347.0,256.0,273.8,2.0,0.0,473.77777777777777,0.0,0.0,580.3333333333334,626.0,0.0,513.8888888888889,848.0,0.0,457.05882352941177,0.0,0.0,136.2941176470588,0.0,0.0,130.2941176470588,0.0,0.0,55.611111111111114,0.0,0.0,265.3888888888889,0.0,0.0,5.555555555555555,0.0,0.0,356.0,0.0,0.0,345.0,83.0,0.0
39,4,40,Country A,244.0,459.0,82.0,162.0,309.0,317.0,270.1,2.0,0.0,420.44444444444446,0.0,0.0,506.55555555555554,626.0,0.0,437.22222222222223,848.0,0.0,366.4117647058824,0.0,0.0,111.05882352941177,0.0,0.0,121.3529411764706,0.0,0.0,0.0,0.0,0.0,229.88888888888889,0.0,0.0,83.33333333333333,0.0,0.0,374.55555555555554,0.0,0.0,329.4375,83.0,0.0
